City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Constitucion,CL,2022-11-26 15:00:55,-35.3333,-72.4167,70.75,55,0,5.95
294,Ponta Delgada,PT,2022-11-26 15:00:39,37.7333,-25.6667,63.5,72,20,10.36
295,Olafsvik,IS,2022-11-26 15:00:56,64.8945,-23.7142,41.5,81,90,6.62
296,Pemagatsel,BT,2022-11-26 15:00:57,27.0319,91.4266,47.73,66,0,5.79
297,Soavinandriana,MG,2022-11-26 15:00:58,-19.1667,46.7333,67.87,60,73,4.52
298,Bengkulu,ID,2022-11-26 15:00:58,-3.8004,102.2655,75.88,89,100,4.34
299,Faya,SA,2022-11-26 15:00:59,18.3851,42.4509,60.22,64,58,6.8
300,Whitehorse,CA,2022-11-26 15:00:59,60.7161,-135.0538,20.8,92,75,6.91
301,Provideniya,RU,2022-11-26 15:01:00,64.3833,-173.3,7.66,79,9,7.65
302,Broken Hill,AU,2022-11-26 15:01:01,-31.95,141.4333,70.41,63,86,12.3
303,Pimbalayan,PH,2022-11-26 15:01:02,6.8692,124.6725,74.86,94,100,0.67
304,Williams Lake,CA,2022-11-26 15:01:04,52.1415,-122.1445,31.05,85,100,1.01
305,Little Elm,US,2022-11-26 14:57:09,33.1626,-96.9375,53.96,95,100,4.0
306,Comodoro Rivadavia,AR,2022-11-26 15:01:06,-45.8667,-67.5,61.09,42,94,6.82
307,Podgorica,ME,2022-11-26 15:01:07,42.4411,19.2636,56.52,58,0,3.44
308,Havelock,US,2022-11-26 15:01:07,34.8791,-76.9013,53.98,70,56,4.0
309,Isangel,VU,2022-11-26 15:01:08,-19.55,169.2667,76.08,88,79,5.86
310,Shimoda,JP,2022-11-26 15:01:08,34.6667,138.95,57.11,79,19,12.15
311,Hovd,MN,2022-11-26 15:01:09,48.0056,91.6419,7.43,73,10,10.31
312,Kandrian,PG,2022-11-26 15:01:10,-6.2167,149.55,77.79,87,100,6.89
313,Kisaran,ID,2022-11-26 15:01:11,2.9845,99.6158,74.91,96,100,3.0
314,Bathsheba,BB,2022-11-26 15:01:11,13.2167,-59.5167,82.13,75,75,17.58
315,Codrington,AU,2022-11-26 15:01:11,-38.2667,141.9667,56.8,80,82,12.66
316,Pergamino,AR,2022-11-26 14:56:13,-33.89,-60.5736,96.19,23,33,8.14
317,Mehamn,NO,2022-11-26 15:01:12,71.0357,27.8492,28.31,80,22,13.8
318,Samarai,PG,2022-11-26 15:02:12,-10.6167,150.6667,82.69,74,97,1.34
319,Santa Isabel Do Rio Negro,BR,2022-11-26 15:02:13,-0.4139,-65.0192,90.82,53,99,2.75
320,Booue,GA,2022-11-26 15:02:14,-0.0921,11.9385,75.49,95,99,1.45
321,Vagur,FO,2022-11-26 15:02:14,61.4732,-6.8119,48.94,91,100,27.6
322,Umm Lajj,SA,2022-11-26 15:00:47,25.0213,37.2685,76.95,56,0,16.64
323,Uruzgan,AF,2022-11-26 15:02:15,32.8333,66.0,50.38,22,0,0.25
324,Sept-Iles,CA,2022-11-26 14:59:02,50.2001,-66.3821,32.05,76,75,6.91
325,Nuevo Progreso,MX,2022-11-26 15:02:16,23.1667,-97.95,61.47,75,100,3.0
326,Port Hedland,AU,2022-11-26 15:02:16,-20.3167,118.5667,77.05,88,4,5.75
327,Cap-Aux-Meules,CA,2022-11-26 15:02:17,47.3821,-61.8597,40.37,95,100,33.17
328,Zhangjiakou,CN,2022-11-26 15:02:17,40.81,114.8794,25.02,35,97,11.36
329,Souillac,MU,2022-11-26 15:02:18,-20.5167,57.5167,75.58,74,56,12.62
330,Tura,IN,2022-11-26 15:02:18,25.5198,90.2201,62.17,86,0,3.27
331,Kaliua,TZ,2022-11-26 15:02:18,-5.0606,31.7936,80.87,46,100,1.41
332,Buraydah,SA,2022-11-26 14:58:39,26.326,43.975,81.05,33,0,7.4
333,Pocatello,US,2022-11-26 15:02:19,42.8713,-112.4455,34.48,65,100,5.99
334,Anadyr,RU,2022-11-26 15:00:47,64.75,177.4833,-8.9,100,61,4.25
335,Port Blair,IN,2022-11-26 15:02:20,11.6667,92.75,80.19,81,87,5.91
336,Kemijarvi,FI,2022-11-26 15:02:21,66.7131,27.4306,19.72,96,100,5.55
337,Ranau,MY,2022-11-26 15:02:21,5.9538,116.6641,70.29,98,100,0.27
338,Kavaratti,IN,2022-11-26 15:02:22,10.5669,72.642,81.82,71,33,7.54
339,Palmer,US,2022-11-26 15:00:58,42.1584,-72.3287,46.51,54,6,8.01
340,Ushtobe,KZ,2022-11-26 15:02:22,45.2514,77.9838,8.35,76,33,13.67
341,Yumen,CN,2022-11-26 15:02:23,40.2833,97.2,31.82,40,45,2.53
342,Qaqortoq,GL,2022-11-26 15:02:23,60.7167,-46.0333,32.0,76,90,5.14
343,Pitimbu,BR,2022-11-26 15:02:24,-7.4706,-34.8086,83.25,68,74,12.26
344,Mariental,NA,2022-11-26 14:59:38,-24.6333,17.9667,93.87,8,0,7.83
345,Hasaki,JP,2022-11-26 15:02:25,35.7333,140.8333,56.21,89,69,9.73
346,Roma,US,2022-11-26 14:58:46,43.2128,-75.4557,42.73,75,54,9.42
347,Fiche,ET,2022-11-26 15:02:26,9.8,38.7333,57.0,50,86,6.58
348,Leh,IN,2022-11-26 15:02:26,34.1667,77.5833,18.3,50,0,1.59
349,Riyadh,SA,2022-11-26 14:58:39,24.6877,46.7219,82.54,25,0,8.14
350,Margate,GB,2022-11-26 15:02:27,51.3813,1.3862,54.9,79,100,5.99
351,Erenhot,CN,2022-11-26 15:02:28,43.6475,111.9767,33.53,40,99,16.87
352,Hobyo,SO,2022-11-26 15:02:28,5.3505,48.5268,80.8,66,24,17.16
353,Caruray,PH,2022-11-26 15:02:28,10.3094,119.0128,78.85,87,49,6.02
354,Northallerton,GB,2022-11-26 15:02:29,54.339,-1.4324,51.1,85,75,20.71
355,Ostrovnoy,RU,2022-11-26 15:02:30,68.0531,39.5131,22.73,84,84,20.13
356,Lao Cai,VN,2022-11-26 15:00:49,22.4833,103.95,73.51,99,99,1.57
357,Narsaq,GL,2022-11-26 15:02:30,60.9167,-46.05,44.82,74,95,6.15
358,Lebu,CL,2022-11-26 15:03:07,-37.6167,-73.65,64.06,70,0,18.14
359,Purkersdorf,AT,2022-11-26 15:07:16,48.1951,16.1626,48.96,83,75,10.36
360,Abha,SA,2022-11-26 15:04:41,18.2164,42.5053,59.25,77,40,9.22
361,Orebro,SE,2022-11-26 15:07:16,59.2741,15.2066,36.25,67,100,5.75
362,Bubaque,GW,2022-11-26 15:07:17,11.2833,-15.8333,82.78,52,100,4.56
363,Saint-Georges,GD,2022-11-26 15:07:17,12.0564,-61.7485,81.12,75,100,14.63
364,Yenagoa,NG,2022-11-26 15:07:18,4.9247,6.2642,84.79,62,100,7.25
365,Oskaloosa,US,2022-11-26 15:07:18,41.2964,-92.6444,39.52,93,0,9.22
366,Bilibino,RU,2022-11-26 15:07:18,68.0546,166.4372,-22.05,100,90,2.66
367,Hami,CN,2022-11-26 15:07:19,42.8,93.45,32.81,46,59,3.94
368,Beringovskiy,RU,2022-11-26 15:07:19,63.05,179.3167,5.79,97,93,2.8
369,Solnechnyy,RU,2022-11-26 15:07:20,50.7214,136.6319,10.04,91,99,8.9
370,Berlevag,NO,2022-11-26 15:03:12,70.8578,29.0864,28.35,74,22,11.5
371,Eloy,US,2022-11-26 15:07:20,32.7559,-111.5548,46.81,30,0,5.1
372,Teguise,ES,2022-11-26 15:07:21,29.0605,-13.564,70.02,83,0,12.66
373,Kirakira,SB,2022-11-26 15:07:21,-10.4544,161.9205,80.35,81,73,4.12
374,Bonthe,SL,2022-11-26 15:07:22,7.5264,-12.505,86.32,61,26,10.85
375,Tabas,IR,2022-11-26 15:07:22,33.5959,56.9244,66.2,23,7,2.48
376,Luanda,AO,2022-11-26 15:07:22,-8.8368,13.2343,80.85,74,98,11.74
377,Cidreira,BR,2022-11-26 15:07:23,-30.1811,-50.2056,74.37,79,17,14.03
378,Chapel Hill,US,2022-11-26 15:02:52,35.9132,-79.0558,55.78,74,89,3.49
379,Vwawa,TZ,2022-11-26 15:07:23,-9.1167,32.9333,74.57,43,100,5.08
380,Mackay,AU,2022-11-26 15:07:24,-21.15,149.2,72.68,73,3,8.39
381,Adrar,MR,2022-11-26 15:07:24,20.5022,-10.0711,85.84,10,87,13.27
382,Shache,CN,2022-11-26 15:07:24,38.4167,77.2406,55.45,15,78,9.6
383,Santa Cruz,BO,2022-11-26 15:05:40,-17.8,-63.1667,94.46,28,1,11.5
384,Yerbogachen,RU,2022-11-26 15:07:25,61.2767,108.0108,-14.94,97,100,7.47
385,San Rafael,AR,2022-11-26 15:07:25,-34.6177,-68.3301,90.97,19,0,8.86
386,Alugan,PH,2022-11-26 15:07:26,12.2188,125.4808,79.99,76,66,10.49
387,Maputo,MZ,2022-11-26 15:07:26,-25.9653,32.5892,77.4,72,96,12.08
388,Liverpool,GB,2022-11-26 15:06:18,53.4106,-2.9779,53.55,89,20,17.27
389,Tocopilla,CL,2022-11-26 15:07:27,-22.092,-70.1979,71.29,71,21,9.37
390,Cary,US,2022-11-26 15:03:53,35.7915,-78.7811,55.71,68,75,1.99
391,La Ronge,CA,2022-11-26 15:07:27,55.1001,-105.2842,26.82,63,100,12.66
392,Tornio,FI,2022-11-26 15:07:28,65.8481,24.1466,28.42,91,100,10.67
393,Batesville,US,2022-11-26 15:07:28,35.7698,-91.641,41.41,93,100,0.0
394,Auki,SB,2022-11-26 15:07:29,-8.7676,160.7034,76.69,88,44,3.47
395,Thinadhoo,MV,2022-11-26 15:07:29,0.5333,72.9333,81.99,73,91,9.6
396,Igarka,RU,2022-11-26 15:07:30,67.4667,86.5833,-19.32,100,100,1.21
397,Kurkino,RU,2022-11-26 15:07:30,53.4257,38.6582,29.57,97,100,12.28
398,Preeceville,CA,2022-11-26 15:07:31,51.95,-102.6677,25.41,86,24,13.18
399,Tromso,NO,2022-11-26 15:07:31,69.6496,18.957,33.82,69,0,11.5
400,Malakal,SS,2022-11-26 15:07:31,9.5334,31.6605,89.71,20,27,6.96
401,Jalu,LY,2022-11-26 15:07:32,29.0331,21.5482,69.42,44,83,3.44
402,Buin,CL,2022-11-26 15:03:48,-33.7333,-70.75,93.43,27,0,7.56
403,Olonets,RU,2022-11-26 15:07:32,60.9847,32.9698,17.01,88,66,6.46
404,Golyshmanovo,RU,2022-11-26 15:07:33,56.3979,68.3728,-12.14,92,50,5.26
405,Estevan,CA,2022-11-26 15:07:33,49.1334,-102.9842,32.34,85,100,11.61
406,Antalaha,MG,2022-11-26 15:07:34,-14.9003,50.2788,76.08,74,1,10.58
407,Stornoway,GB,2022-11-26 15:07:34,58.2093,-6.3865,54.03,92,75,33.38
408,Haines Junction,CA,2022-11-26 15:08:34,60.7522,-137.5108,14.54,95,100,3.98
409,Ippy,CF,2022-11-26 15:08:35,6.2679,21.2247,90.27,28,36,2.8
410,Kachiry,KZ,2022-11-26 15:08:35,53.0675,76.1036,-9.44,93,13,4.61
411,Newcastle,AU,2022-11-26 15:08:36,-32.9272,151.7765,63.82,86,69,5.75
412,College,US,2022-11-26 15:08:36,64.8569,-147.8028,17.55,85,100,3.44
413,Bratsk,RU,2022-11-26 15:08:37,56.1325,101.6142,-14.31,96,100,13.53
414,Dayong,CN,2022-11-26 15:08:37,25.0209,118.2898,65.97,90,98,2.21
415,Khani,GE,2022-11-26 15:08:37,41.9563,42.9566,45.97,98,100,1.23
416,Touros,BR,2022-11-26 15:08:38,-5.1989,-35.4608,85.84,61,65,15.23
417,Gat,IL,2022-11-26 15:05:03,31.61,34.7642,65.08,100,98,8.37
418,Debre Tabor,ET,2022-11-26 15:08:38,11.85,38.0167,59.16,52,99,1.36
419,Norton,ZW,2022-11-26 15:08:39,-17.8833,30.7,76.87,45,66,4.61
420,Cocula,MX,2022-11-26 15:08:39,20.3652,-103.8222,65.52,62,99,0.47
421,Batagay,RU,2022-11-26 15:08:40,67.6333,134.6333,-43.76,97,56,2.37
422,Ojinaga,MX,2022-11-26 15:08:09,29.5667,-104.4167,44.56,93,0,0.0
423,Forestville,US,2022-11-26 15:05:59,38.8451,-76.875,52.36,57,0,6.91
424,Ornskoldsvik,SE,2022-11-26 15:08:40,63.2909,18.7153,32.95,100,100,5.75
425,Honningsvag,NO,2022-11-26 15:08:41,70.9821,25.9704,33.55,80,75,27.63
426,Mount Isa,AU,2022-11-26 15:08:41,-20.7333,139.5,89.37,37,40,10.36
427,Arlit,NE,2022-11-26 15:08:42,18.7369,7.3853,85.71,11,51,0.65
428,Vitim,RU,2022-11-26 15:08:42,59.4511,112.5578,-28.89,100,100,1.61
429,Lompoc,US,2022-11-26 15:03:46,34.6391,-120.4579,58.78,64,0,6.91
430,Port Lavaca,US,2022-11-26 15:08:43,28.615,-96.6261,59.99,82,0,11.5
431,Nacala,MZ,2022-11-26 15:08:43,-14.5428,40.6728,81.81,66,0,8.55
432,Guipavas,FR,2022-11-26 15:08:43,48.4352,-4.3972,57.2,88,100,24.16
433,Athabasca,CA,2022-11-26 15:05:59,54.7169,-113.2854,25.36,83,39,8.25
434,Canavieiras,BR,2022-11-26 15:08:44,-15.675,-38.9472,77.45,89,100,8.9
435,Emilio Carranza,MX,2022-11-26 15:08:45,19.9711,-96.6114,75.13,87,83,10.42
436,Daru,PG,2022-11-26 15:08:45,-9.0763,143.2092,78.87,85,100,3.8
437,Polovinnoye,RU,2022-11-26 15:08:45,54.7914,65.9864,-2.31,87,7,5.66
438,Lahaina,US,2022-11-26 15:08:46,20.8783,-156.6825,69.04,96,28,9.28
439,Banepa,NP,2022-11-26 15:08:46,27.6298,85.5214,55.72,82,20,4.61
440,Pafos,CY,2022-11-26 15:08:47,34.7667,32.4167,64.18,55,20,10.36
441,Labuhan,ID,2022-11-26 15:08:47,-6.8844,112.2051,77.04,88,100,8.32
442,Antofagasta,CL,2022-11-26 15:08:41,-23.65,-70.4,65.48,64,38,8.43
443,Gamba,GA,2022-11-26 15:08:48,-2.65,10.0,74.44,94,100,2.24
444,Ishimbay,RU,2022-11-26 15:08:48,53.4545,56.0415,17.06,81,100,5.66
445,Newton Stewart,GB,2022-11-26 15:08:48,54.9578,-4.4832,51.57,96,100,17.09
446,Qianjiang,CN,2022-11-26 15:08:49,30.4151,112.8859,62.89,58,67,6.22
447,Chippewa Falls,US,2022-11-26 15:08:49,44.9369,-91.3929,44.78,56,0,8.05
448,Portland,US,2022-11-26 15:05:39,45.5234,-122.6762,41.81,95,92,7.0
449,Xining,CN,2022-11-26 15:08:50,36.6167,101.7667,38.12,34,12,1.9
450,Saint Anthony,US,2022-11-26 15:08:50,45.0205,-93.218,45.14,53,0,11.5
451,Kruisfontein,ZA,2022-11-26 15:07:05,-34.0033,24.7314,69.89,48,17,12.06
452,Sokol,RU,2022-11-26 15:08:51,59.4617,40.1206,11.12,96,12,4.41
453,Dakar,SN,2022-11-26 15:08:51,14.6937,-17.4441,95.88,55,87,13.73
454,Kuna,US,2022-11-26 15:08:52,43.4918,-116.4201,36.79,94,100,3.44
455,Puerto Cabezas,NI,2022-11-26 15:09:52,14.0351,-83.3888,79.57,89,100,8.3
456,Lata,PT,2022-11-26 15:09:52,40.1629,-8.3327,64.81,54,100,0.65
457,Nhulunbuy,AU,2022-11-26 15:09:53,-12.2333,136.7667,81.21,83,100,0.0
458,Severnyy,RU,2022-11-26 15:09:53,50.677,36.5532,33.84,100,100,13.42
459,Ilawa,PL,2022-11-26 15:09:54,53.596,19.5685,32.79,96,100,1.39
460,Ardon,RU,2022-11-26 15:09:54,43.17,44.29,49.19,83,100,1.61
461,Kaolack,SN,2022-11-26 15:09:55,14.1825,-16.2533,96.76,9,92,11.03
462,Uribia,CO,2022-11-26 15:09:55,11.7139,-72.266,86.52,63,61,16.2
463,Cap Malheureux,MU,2022-11-26 15:09:56,-19.9842,57.6142,76.46,64,35,11.01
464,Baicheng,CN,2022-11-26 15:09:56,45.6167,122.8167,13.64,38,42,4.59
465,Tayu,ID,2022-11-26 15:09:57,-6.5397,111.0518,75.94,91,100,8.72
466,Mount Gambier,AU,2022-11-26 15:09:57,-37.8333,140.7667,53.38,89,69,6.6
467,Cayenne,GF,2022-11-26 15:09:58,4.9333,-52.3333,89.64,62,75,10.36
468,Walla Walla,US,2022-11-26 15:06:05,46.0646,-118.343,39.87,90,100,9.22
469,Luderitz,NA,2022-11-26 15:09:58,-26.6481,15.1594,72.95,49,0,34.87
470,Inhambane,MZ,2022-11-26 15:09:59,-23.865,35.3833,76.41,86,86,4.76
471,Banjar,ID,2022-11-26 15:09:59,-8.19,114.9675,77.49,91,100,3.91
472,San Luis,AR,2022-11-26 15:06:43,-33.295,-66.3356,91.71,18,75,26.24
473,Cedar City,US,2022-11-26 15:05:11,37.6775,-113.0619,30.4,79,0,3.44
474,Salalah,OM,2022-11-26 15:10:00,17.0151,54.0924,80.69,65,0,3.44
475,Geraldton,AU,2022-11-26 15:10:00,-28.7667,114.6,66.61,72,3,20.71
476,Pangkalanbuun,ID,2022-11-26 15:10:01,-2.6833,111.6167,74.61,97,100,2.08
477,Belogorsk,RU,2022-11-26 15:10:01,50.9158,128.4611,-1.95,99,91,7.09
478,Mlandizi,TZ,2022-11-26 15:10:02,-6.7,38.7333,76.42,89,41,4.79
479,Inirida,CO,2022-11-26 15:10:03,3.8653,-67.9239,84.54,69,100,0.85
480,Yining,CN,2022-11-26 15:10:03,29.0361,114.5636,58.33,87,10,2.71
481,Nenjiang,CN,2022-11-26 15:10:04,49.1833,125.2167,0.43,98,90,1.32
482,Dickson,US,2022-11-26 15:06:10,36.077,-87.3878,46.78,100,0,4.61
483,Coari,BR,2022-11-26 15:09:14,-4.085,-63.1414,88.23,63,69,1.72
484,Kitob,UZ,2022-11-26 15:06:17,39.0843,66.8332,57.13,34,10,3.47
485,Moerai,PF,2022-11-26 15:10:05,-22.4333,-151.3333,73.2,80,51,14.32
486,Devils Lake,US,2022-11-26 15:07:01,48.1128,-98.8651,35.58,83,100,12.66
487,Barinas,VE,2022-11-26 15:10:05,8.6226,-70.2075,87.13,55,80,5.91
488,Coahuayana,MX,2022-11-26 15:10:06,18.7333,-103.6833,78.46,71,43,1.77
489,Oga,IT,2022-11-26 15:10:06,46.4631,10.347,34.34,89,18,5.28
490,Tombouctou,ML,2022-11-26 15:10:07,20.0,-3.0,87.01,10,97,11.23
491,Lakhipur,IN,2022-11-26 15:10:07,26.0299,90.3041,65.79,78,0,2.98
492,Soe,ID,2022-11-26 15:10:08,-9.8607,124.284,67.89,91,100,2.82
493,Rosetta,EG,2022-11-26 15:10:08,31.4044,30.4164,66.24,53,85,9.71
494,Nova Vodolaha,UA,2022-11-26 15:10:09,49.7185,35.8708,39.99,84,100,9.62
495,Wahpeton,US,2022-11-26 15:10:09,46.2652,-96.6059,36.32,86,0,5.75
496,Sur,OM,2022-11-26 15:10:10,22.5667,59.5289,78.28,65,0,7.18
497,Akhmim,EG,2022-11-26 15:10:10,26.5622,31.745,71.01,35,1,11.7
498,Miles City,US,2022-11-26 15:10:11,46.4083,-105.8406,36.57,80,100,8.05
499,Belyy Yar,RU,2022-11-26 15:10:11,53.6039,91.3903,-10.14,72,0,11.18
500,Ballina,AU,2022-11-26 15:10:12,-28.8667,153.5667,68.02,91,100,3.6
501,Pahrump,US,2022-11-26 15:11:13,36.2083,-115.9839,49.32,24,3,0.67
502,Mayskiy,RU,2022-11-26 15:11:13,47.6931,40.1025,38.61,77,100,10.69
503,Ozernovskiy,RU,2022-11-26 15:11:14,51.5,156.5167,32.0,79,100,15.03
504,Kavieng,PG,2022-11-26 15:11:14,-2.5744,150.7967,81.9,67,95,7.11
505,Shingu,JP,2022-11-26 15:11:14,33.7333,135.9833,55.92,81,0,7.34
506,Terralba,IT,2022-11-26 15:11:15,39.7192,8.6392,58.48,66,93,18.7
507,El Vigia,VE,2022-11-26 15:11:15,8.6219,-71.6506,83.79,71,79,5.06
508,Santa Maria,BR,2022-11-26 15:11:16,-29.6842,-53.8069,83.84,44,0,11.48
509,Victoria Point,AU,2022-11-26 15:11:16,-27.5833,153.3,71.91,82,49,1.99
510,Dalvik,IS,2022-11-26 15:11:17,65.9702,-18.5286,39.0,98,100,5.7
511,Miyako,JP,2022-11-26 15:11:17,39.6367,141.9525,52.07,75,13,4.99
512,Amurzet,RU,2022-11-26 15:11:18,47.6967,131.0981,11.68,78,57,8.19
513,Palenque,MX,2022-11-26 15:11:18,17.5167,-91.9667,75.36,94,75,0.0
514,Hurghada,EG,2022-11-26 15:11:19,27.2574,33.8129,70.77,48,2,14.65
515,Songjianghe,CN,2022-11-26 15:11:19,42.1859,127.479,7.66,86,6,2.66
516,Olinda,BR,2022-11-26 15:11:20,-8.0089,-34.8553,83.93,70,40,9.22
517,Egvekinot,RU,2022-11-26 15:11:20,66.3167,-179.1667,-2.36,85,100,0.29
518,Salaga,GH,2022-11-26 15:11:21,8.5508,-0.5188,96.76,15,77,3.42
519,Thongwa,MM,2022-11-26 15:07:22,16.7619,96.5278,78.96,84,53,1.74
520,Deer Lake,CA,2022-11-26 15:11:22,49.1667,-57.4316,32.02,97,100,7.34
